,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,amplitude_cv_median,amplitude_cv_range,amplitude_cutoff,noise_cutoff,noise_ratio,amplitude_median,sd_ratio
74,5298,2.7105101055353136,0.125,0.9396083719867153,2.3908536088888623,103,1.0,59,,0.5128350320875802,0.039826349565873914,0.0,28.50999999999999,,,0.0,-0.26815592218954093,0.007971988620377027,-234.09750366210938,0.9116350877252622
75,105307,53.87612074058272,0.125,0.544387777596317,3.580367752830031,60940,1.0,53046,,0.4206937810401968,0.017795588137540716,0.0,576.66,,,0.0,-0.14909848700408587,0.007634121956152686,133.1850128173828,0.2517788708430142
76,2154,1.1020080723524095,0.125,0.742607280709406,0.140426240979652,1,0.0,0,,0.6109563602599815,0.04456824512534819,0.0,11.419999999999982,,,0.0,-0.27504417811755216,0.0070195627157652474,-170.33248901367188,1.2274159140663974
77,2175,1.1127518836427532,0.125,0.5317133023549442,1.5150041797911729,11,1.0,7,,0.5089655172413793,0.03494252873563218,0.0,10.239999999999963,,,0.0,-0.3188388637885508,0.006210108676901846,-74.48999786376953,1.2531132842203152
78,1531,0.7832750040722093,0.125,0.5272348821699595,0.2779644700117225,1,0.0,0,,0.6355323318092749,0.045721750489875895,0.0,7.219999999999982,,,0.007777057679844459,-0.015420476146737642,0.009700176366843033,74.87999725341797,1.018787022945195
79,105065,53.75231110571304,0.125,0.5892244535009287,3.524753846907326,59718,1.0,52349,,0.43036215676010087,0.019359444153619187,0.0,574.66,,,0.0,-0.11036809890040997,0.007649162410632644,132.2100067138672,0.2557158007850451
80,235,0.12022836443956185,0.125,0.5991439945801847,0.0,0,0.0,0,,0.4553191489361702,0.02553191489361702,0.0,1.0,,,,-0.028201039298105968,0.020066889632107024,140.59500122070312,2.430090135562112
81,1392,0.7121612055313621,0.125,0.5666077160334752,0.6724983042396896,2,0.0,0,,0.5754310344827587,0.05387931034482758,0.0,6.909999999999991,,,0.0,-0.10512131379898063,0.011453833015171305,132.2100067138672,1.1400034035654054
82,2779,1.4217643607554995,0.125,0.5416103085780002,0.0,0,0.0,0,,0.8330334652752789,0.07124865059373875,0.0,13.509999999999991,,,0.0,-0.16971297538706123,0.013342474422529269,122.26499938964844,1.0349367795710385
83,2348,1.2012604242727285,0.125,0.6253317370296705,2.836316719262965,24,1.0,23,,0.7044293015332198,0.0821976149914821,0.00042589437819420784,13.0,,,0.0,-0.11164086001974224,0.008450255102040817,135.52500915527344,1.0280833853731843
